"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001737776","구술전승과 신약성서","라파엘 로드리게즈 지음","감은사","2024","9791193155714","2","4"
"000000039154","군주론","니콜로 마키아벨리 지음","웅진씽크빅","2008","9788901088242","8","4"
"000001737855","굳세고 다정하고 가능한 한 많이 웃으며","마야 안젤루 지음","위즈덤하우스","2024","9791171712984","8","4"
"000001737308","그래도 사는 동안 덜 괴롭고 싶다면 :인생에 도움이 되는 어느 상담사의 노트","최효주 지음","미래의창","2024","9791193638392","1","4"
"000001221957","그리고 밤은 되살아난다","하라 료 [지음]","김영사: 비채","2018","9788934981749","8","4"
"000001734848","그리스 로마 신화 .37 ,신들의 고향, 그리스의 투지","박시연 글","아울북: 북이십일","2024","9788950941628","2","4"
"000001734846","그리스 로마 신화 .38 ,아테네와 스파르타, 두 태양의 대결","박시연 글","아울북: 북이십일","2024","9788950941635","2","4"
"000001734847","그리스 로마 신화 .40 ,알렉산드로스와 위대한 원정길","박시연 글","아울북: 북이십일","2024","9788950941659","2","4"
"000001737665","그림 따지는 변호사 :이재훈 교수의 예술 속 법률 이야기","이재훈 지음","예미","2024","9791192907659","3","4"
"000001738488","그토록 힘들던 인간관계가 술술 풀리기 시작했다","비치키 지음","Mindself: 오팬하우스","2024","9791194293002","1","4"
"000000921172","글쓰기 기본기","이강룡 지음","창비","2016","9788936452223","8","4"
"000001738306","금지된 일기장","알바 데 세스페데스 지음","한길사","2025","9788935678907","8","4"
"000001383715","기억 :베르나르 베르베르 장편소설 .1","베르나르 베르베르 지음","열린책들","2020","9788932920337","8","4"
"000001737483","기초부터 다지는 통계학 교과서 with 파이썬","개러스 제임스","인사이트","2024","9788966264629","4","4"
"000001731571","김대리의 취향 니트 :쉽게 뜨고 핏하게 입는 탑다운 뜨개 10 =My favorite knitwear","바늘이야기 김대리 지음","웅진리빙하우스 : 웅진씽크빅","2024","9788901289632","5","4"
"000001737867","나는 AI와 공부한다 :우리가 알고 있는 교육의 종말","살만 칸 지음","RHK: 알에이치코리아","2025","9788925574103","3","4"
"000001651755","나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다 :평생 월 500만 원씩 버는 30일 기적의 배당 파이프라인 공략집","송민섭 지음","21세기북스: 북이십일","2023","9791171171989","3","4"
"000001736045","나는 스페인 미술관의 도슨트입니다 :반항, 분노, 사랑, 열정을 품은 스페인의 화가와 작품들","이안 지음","알에이치코리아(RHK)","2024","9788925574189","6","4"
"000001628575","나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공","고명환 지음","라곰","2023","9791189686826","0","4"
"000001570043","나는 왜 나를 함부로 대할까 :자기치유와 자기돌봄을 위한 자기관계 심리학","문요한 지음","해냄: 해냄출판사","2022","9791167140401","1","4"
"000001719410","나는 왜 남들보다 쉽게 지칠까 :무던해 보이지만 누구보다 예민한 HSP를 위한 심리학","최재훈 지음","서스테인","2024","9791193388075","1","4"
"000001675705","나는 읽고 쓰고 버린다 :손웅정의 말","손웅정 지음","난다","2024","9791191859836","6","4"
"000001511360","나는 투자로 30년을 벌었다 :최상위로 올라가는 7가지 투자 습관","한정수 지음","토네이도: 토네이도미디어그룹","2021","9791158512248","3","4"
"000001730206","나를 돌보기 위해 정리를 시작합니다 :미니멀리스트, 맥시멀리스트, 귀차니스트도 쉽게 따라 하는 정리 습관","정코 지음","비즈니스북스","2024","9791162543917","5","4"
"000001554268","나를 아프게 한 건 항상 나였다 :지친 마음을 위로하는 치유의 심리학","이혜진 지음","스몰빅라이프: 스몰빅미디어","2022","9791191731217","1","4"
"000001044972","나무 :고다 아야 산문집","고다 아야 [지음]","달팽이출판","2017","9788990706416","8","4"
"000001628546","나미야 잡화점의 기적 :히가시노 게이고 장편소설","히가시노 게이고 지음","현대문학","2022","9791167901484","8","4"
"000001737758","나민애의 다시 만난 국어","나민애 지음","page2(페이지2북스)","2024","9791169851169","7","4"
"000000437272","나쁜 엄마","윤수천 글","좋은책어린이: 좋은책신사고","2008","9788959774968","8","4"
"000001655956","나에게 들려주는 예쁜 말","김종원 글","상상아이: 상상아카데미","2024","9791193379158","1","4"
"000001012234","나의 문화유산답사기 .10 ,서울편2 : 유주학선 무주학불","유홍준 지음","창비","2017","9788936474409","9","4"
"000001575448","나의 문화유산답사기 :내 고향 서울 이야기 .11 ,서울편 3 : 사대문 안동네","유홍준 지음","창비","2022","9788936479190","9","4"
"000001634477","나의 사주명리 :십신의 활용부터 용신, 운의 적용까지 .[2] ,심화 편","현묘 지음","날: 태학사","2023","9791168101845","1","4"
"000001724818","나의 현재만이 나의 유일한 진실이다","김종원 지음","mindself(마인드셀프): 오팬하우스","2024","9791198839398","1","4"
"000001738454","나이 들어 어디서 살 것인가 :건강하고 자립적인 노후를 위한 초고령 사회 공간 솔루션","김경인 지음","two rabbits(투래빗)","2025","9791199056305","5","4"
"000001044979","낙하하는 저녁","에쿠니 가오리 지음","태일소담 : 소담출판사","2017","9791160270259","8","4"
"000001646082","남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집","아르투어 쇼펜하우어 지음","page2: 페이지2북스","2023","9791169850445","1","4"
"000001627663","내가 사랑한 유럽의 도시 :4가지 키워드로 읽는 유럽의 36개 도시 : 낯익은 유럽 속에 낯선 도시 이야기 : 깊이 있는 유럽 도시 기행을 위한 인문학 가이드","이주희 지음","믹스커피","2023","9791170434047","9","4"
"000001717568","내일은 발명왕 :본격 대결 과학발명 만화 .41 ,업그레이드 더하기 발명","곰돌이 co. 글","MiraeN 아이세움 : 미래엔","2024","9791168418172","5","4"
"000001729105","내일은 발명왕 :본격 대결 과학발명 만화 .42 ,청소와 발명","곰돌이 co. 글","MiraeN 아이세움 : 미래엔","2024","9791168418974","5","4"
"000001527177","내일은 실험왕 :본격 대결 과학실험 만화 : 시즌 2 .01 ,4차 산업 혁명과 증강 현실","스토리 a. 글","MiraeN 아이세움 : 미래엔","2021","9791164138951","4","4"
"000001527176","내일은 실험왕 :본격 대결 과학실험 만화 시즌 2 .02 ,SNS와 소통의 원리","스토리 a. 글","MiraeN 아이세움 : 미래엔","2022","9791168410794","4","4"
"000001667761","내일은 실험왕 :본격 대결 과학실험 만화 시즌2 .8 ,우주 엘리베이터와 정지 궤도","스토리 a. 글","Mirae N 아이세움: 미래엔","2024","9791168416833","4","4"
"000001563921","내일은 실험왕 :본격 대결 과학실험 만화: 시즌 2 .03 ,암호 화폐와 블록체인","스토리 a. 글","Mirae N 아이세움 : 미래엔","2022","9791168411395","4","4"
"000001587298","넛지 :복잡한 세상에서 똑똑한 선택을 이끄는 힘 : 파이널 에디션","리처드 탈러","리더스북 : 웅진씽크빅","2022","9788901260679","3","4"
"000001031753","노르웨이의 숲","무라카미 하루키 지음","민음사","2017","9788937434488","8","4"
"000001733681","노르트스트림의 덫 :러시아는 어떻게 유럽을 장악하려 했나","마리옹 반 렌테르겜 지음","롤러코스터","2024","9791191311549","3","4"
"000001609482","노화의 역행 :노화를 거스르는 최신 노화과학 활용법","베스 베넷 지음","레몬한스푼","2023","9791197781186","5","4"
"000001334638","놓지 마 과학! .11 ,정신이 코딩에 정신 놓다 1","신태훈","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","9791190182737","4","4"
"000001522874","놓지 마 과학! .16 ,으스스 숲 캠핑장의 검은 그림자","신태훈","위즈덤하우스","2021","9791168120266","4","4"
"000001653100","놓지 마 과학! .17 ,모카노 왕국의 보물과 밀실 미스터리","신태훈","위즈덤하우스","2022","9791168122369","4","4"
"000001655961","놓지 마 속담 .2 ,동식물과 자연","신태훈","주니어김영사 : 김영사","2024","9788934908760","3","4"
"000001738272","뇌과학 혁명 :뇌의 언어부터 이해하라","Gy?rgy Buzs?ki 저","학지사","2024","9788999732355","5","4"
"000001672380","누구나 화날 때가 있어","쉴라 히긴슨 글","다산어린이 : 다산북스","2022","9791130690179","1","4"
"000001630610","눈에 갇힌 외딴 산장에서","히가시노 게이고 지음","재인","2023","9791192483191","8","4"
"000001731582","느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법","정희원 지음","한빛라이프","2023","9791193080146","5","4"
"000001738480","닐스 비크의 마지막 하루 :프로데 그뤼텐 장편소설","프로데 그뤼텐 지음","다산책방","2025","9791130662480","8","4"
"000001297579","달러는 왜 비트코인을 싫어하는가 :화폐의 역사와 블록체인 기술로 알아보는 비트코인의 참모습","사이페딘 아모스 지음","터닝포인트","2018","9791161340333","3","4"
"000001726507","당신을 소모시키는 모든 것을 차단하라 :삶의 난제를 명쾌하게 풀어내는 '빼기'의 방정식","푸수 지음","더페이지 : 다빈치하우스-미디어숲","2024","9791198632494","1","4"
"000001228377","당신이 옳다 :정혜신 적정심리학","정혜신 지음","해냄출판사","2018","9788965746669","1","4"
"000001737882","대바늘 뜨개 대백과 :전 세계 니터들의 뜨개 바이블","보그 니팅 매거진 편집부 지음","한즈미디어(한스미디어)","2024","9791193712610","5","4"
"000001632257","대한민국 돈의 역사 :돈을 벌기 위해서는 역사에서 교훈을 얻어야 한다 =History of Korean money","홍춘욱 지음","상상스퀘어","2023","9791192389264","3","4"
"000001590548","대화의 밀도 :나를 나답게 하는 말들","류재언 지음","라이프레코드: 비즈니스인사이트그룹","2023","9791198112293","8","4"
"000001629764","댄스 댄스 댄스 :무라카미 하루키 장편소설 .상","무라카미 하루키 지음","문학사상","2023","9788970125428","8","4"
"000001634409","더 레이저 :체력이 재력이 되는 힘 =The laser","정주영 지음","메가믹스스튜디오","2023","9791198393401","3","4"
"000001393925","더 시스템 :거의 모든 일에 실패하던 자가 결국 큰 성공을 이루어낸 방법 =The system","스콧 애덤스 지음","베리북","2020","9791188102051","3","4"
"000001732159","더 인간적인 건축 :우리 세계를 짓는 제작자를 위한 안내서","토마스 헤더윅 지음","알에이치코리아(RHK)","2024","9788925574868","5","4"
"000001733535","데일 카네기 자기관리론","데일 카네기 지음","다온북스","2024","9791193035337","1","4"
"000001682449","데일리 프롬프트 101 :챗GPT부터 영상 생성까지 모두를 위한 AI 활용법","최소영 지음","루비페이퍼","2024","9791193083130","0","4"
"000001407596","도나 헤이 더 뉴 클래식 :도나 헤이 매거진이 엄선한, 모던 쿡을 위한 클래식 레시피의 결정판","도나 헤이 지음","라의눈","2020","9791188726486","5","4"
"000001589827","도둑맞은 뇌 :뇌과학이 발견한 기억의 7가지 오류","대니얼 샥터 지음","인물과사상사","2023","9788959066711","1","4"
"000001655965","도쿄를 바꾼 빌딩들 :디벨로퍼와 함께하는 도쿄여행","박희윤 지음","북스톤","2024","9791193063323","5","4"
"000000160248","돈, 뜨겁게 사랑하고 차갑게 다루어라","앙드레 코스톨라니 지음","미래의창","2005","898935398x","3","4"
"000000759445","돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가","마이클 샌델 [지음]","와이즈베리","2012","9788937833663","1","4"
"000000941718","돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설","야쿠마루 가쿠 지음","북플라자(Book plaza)","2017","9788998274795","8","4"
"000001722633","동사 X 전치사 도감 :외우지 않는 편안함","권은희 지음","길벗이지톡: 길벗","2024","9791140709960","7","4"
"000001473078","듄 .1","프랭크 허버트 지음","황금가지","2021","9791158887544","8","4"
"000001733767","듣는 마음, 말하는 기술 :정신과 의사들이 현장 상담에서 배운 대화의 힘","김효원","글항아리","2024","9791169093101","8","4"
"000001512721","디바인 매트릭스, 느낌이 현실이 된다","그렉 브레이든 지음","김영사","2021","9788934906957","2","4"
"000001723587","디스 이즈 타이완 :2024~2025년 최신판 =This is Taiwan","신서희 글?사진","Terra(테라)","2024","9791192767161","9","4"
"000001721786","디스 이즈 홋카이도 :2024~2025년 최신판 =This is Hokkaido","권예나","테라(Terra)","2024","9791192767185","9","4"
"000001734336","딥러닝 express :생성형 AI 수록 및 케라스 라이브러리 실습 코드 포함","천인국 지음","생능출판(생능출판사)","2024","9791192932750","0","4"
